J3010_1.RCP 42 [1, 2, 3, 4, 11, 15, 16, 7, 5, 8, 17, 28, 6, 24, 9, 18, 14, 13, 19, 10, 20, 25, 12, 21, 22, 23, 27, 30, 26, 31, 29, 32]
J3010_2.RCP 57 [1, 4, 3, 8, 18, 6, 2, 10, 7, 12, 15, 11, 5, 13, 9, 21, 14, 16, 17, 20, 24, 23, 19, 22, 27, 25, 28, 26, 29, 31, 30, 32]
J3010_3.RCP 63 [1, 3, 2, 4, 18, 6, 5, 7, 29, 17, 12, 9, 8, 13, 10, 15, 11, 14, 25, 22, 19, 27, 16, 23, 20, 28, 21, 26, 24, 31, 30, 32]
J3010_4.RCP 58 [1, 3, 4, 2, 13, 16, 6, 7, 9, 18, 10, 5, 8, 12, 22, 14, 20, 17, 15, 25, 19, 11, 26, 24, 21, 27, 23, 29, 28, 31, 30, 32]
J3010_5.RCP 41 [1, 3, 4, 2, 10, 25, 9, 20, 12, 14, 5, 16, 8, 15, 7, 6, 18, 24, 17, 13, 11, 26, 21, 22, 19, 28, 27, 23, 29, 31, 30, 32]
J3010_6.RCP 44 [1, 2, 4, 3, 18, 10, 12, 6, 5, 8, 13, 19, 21, 11, 23, 14, 15, 7, 17, 20, 22, 26, 9, 24, 27, 16, 28, 25, 30, 31, 29, 32]
J3010_7.RCP 49 [1, 2, 3, 4, 8, 6, 9, 7, 10, 13, 15, 5, 20, 12, 11, 18, 22, 14, 19, 26, 24, 17, 16, 23, 28, 25, 21, 30, 29, 27, 31, 32]
J3010_8.RCP 55 [1, 4, 3, 7, 16, 2, 5, 8, 11, 14, 12, 6, 13, 26, 10, 23, 15, 22, 18, 19, 17, 21, 9, 27, 25, 24, 20, 31, 28, 30, 29, 32]
J3010_9.RCP 49 [1, 4, 2, 3, 5, 7, 8, 6, 17, 11, 9, 23, 28, 10, 13, 22, 16, 14, 20, 21, 24, 12, 15, 26, 19, 18, 29, 25, 30, 27, 31, 32]
J3010_10.RCP 41 [1, 3, 2, 4, 6, 8, 5, 19, 22, 11, 9, 16, 10, 14, 20, 23, 12, 13, 17, 18, 7, 15, 24, 29, 21, 26, 25, 27, 28, 30, 31, 32]
J3011_1.RCP 54 [1, 4, 3, 10, 2, 6, 17, 5, 7, 21, 9, 11, 18, 13, 12, 8, 20, 16, 15, 25, 14, 19, 23, 22, 26, 29, 24, 28, 31, 27, 30, 32]
J3011_2.RCP 56 [1, 3, 4, 2, 5, 10, 8, 12, 7, 13, 24, 6, 18, 14, 19, 11, 15, 9, 25, 26, 20, 21, 16, 30, 23, 27, 17, 22, 29, 28, 31, 32]
J3011_3.RCP 81 [1, 2, 3, 12, 6, 13, 8, 14, 20, 17, 10, 21, 11, 15, 23, 16, 19, 18, 7, 4, 25, 26, 5, 29, 9, 22, 24, 27, 28, 30, 31, 32]
J3011_4.RCP 63 [1, 3, 2, 4, 6, 11, 7, 8, 9, 13, 10, 12, 5, 16, 14, 19, 24, 20, 15, 30, 17, 22, 18, 21, 26, 27, 23, 25, 28, 29, 31, 32]
J3011_5.RCP 50 [1, 2, 3, 5, 10, 11, 14, 6, 7, 4, 8, 15, 9, 17, 16, 19, 22, 27, 12, 18, 20, 13, 24, 23, 31, 25, 21, 28, 26, 30, 29, 32]
J3011_6.RCP 44 [1, 4, 3, 2, 5, 16, 15, 6, 8, 12, 17, 22, 13, 7, 10, 14, 9, 11, 20, 19, 27, 18, 23, 21, 29, 26, 24, 25, 28, 30, 31, 32]
J3011_7.RCP 36 [1, 2, 3, 6, 7, 8, 4, 10, 12, 13, 27, 21, 5, 20, 15, 14, 19, 16, 18, 9, 11, 24, 28, 22, 17, 26, 29, 23, 30, 25, 31, 32]
J3011_8.RCP 62 [1, 3, 4, 2, 5, 20, 6, 18, 7, 12, 19, 13, 9, 16, 11, 8, 10, 14, 24, 15, 21, 23, 26, 17, 22, 25, 28, 29, 31, 27, 30, 32]
J3011_9.RCP 67 [1, 2, 3, 6, 17, 7, 8, 10, 11, 9, 20, 15, 13, 19, 22, 4, 24, 23, 5, 18, 27, 12, 26, 16, 14, 25, 31, 21, 28, 30, 29, 32]
J3011_10.RCP 38 [1, 2, 4, 10, 7, 11, 3, 8, 12, 6, 13, 5, 17, 9, 23, 15, 18, 20, 16, 27, 14, 19, 25, 24, 21, 31, 28, 30, 22, 26, 29, 32]
J3012_1.RCP 47 [1, 2, 3, 5, 9, 6, 10, 4, 17, 18, 11, 8, 22, 12, 14, 19, 7, 15, 23, 16, 13, 21, 24, 26, 20, 27, 28, 25, 29, 30, 31, 32]
J3012_2.RCP 46 [1, 2, 3, 13, 8, 4, 7, 5, 12, 11, 6, 10, 9, 18, 15, 22, 26, 16, 23, 14, 19, 17, 21, 24, 27, 25, 20, 28, 30, 29, 31, 32]
J3012_3.RCP 37 [1, 3, 2, 4, 6, 9, 7, 10, 15, 5, 11, 18, 8, 12, 17, 14, 26, 16, 20, 24, 23, 21, 22, 27, 28, 13, 19, 29, 25, 31, 30, 32]
J3012_4.RCP 63 [1, 2, 4, 3, 9, 10, 5, 19, 7, 15, 6, 16, 13, 11, 17, 21, 26, 18, 8, 22, 29, 14, 20, 27, 24, 25, 12, 23, 28, 31, 30, 32]
J3012_5.RCP 47 [1, 3, 2, 4, 5, 10, 9, 17, 14, 24, 13, 12, 6, 8, 16, 18, 11, 20, 27, 7, 19, 15, 21, 23, 26, 22, 25, 30, 28, 29, 31, 32]
J3012_6.RCP 53 [1, 3, 2, 10, 6, 5, 4, 17, 19, 13, 8, 7, 22, 11, 12, 20, 14, 16, 9, 15, 28, 25, 23, 18, 21, 24, 27, 26, 30, 31, 29, 32]
J3012_7.RCP 55 [1, 3, 4, 5, 2, 7, 18, 6, 10, 14, 12, 8, 9, 15, 17, 11, 26, 20, 13, 16, 19, 28, 21, 27, 22, 25, 24, 23, 31, 29, 30, 32]
J3012_8.RCP 35 [1, 2, 3, 4, 5, 6, 12, 15, 11, 9, 19, 10, 8, 7, 13, 22, 20, 18, 16, 23, 14, 26, 21, 17, 24, 29, 25, 28, 27, 31, 30, 32]
J3012_9.RCP 52 [1, 4, 2, 3, 11, 7, 6, 12, 8, 5, 14, 10, 13, 16, 9, 19, 21, 20, 15, 18, 17, 25, 28, 22, 26, 27, 23, 24, 31, 29, 30, 32]
J3012_10.RCP 57 [1, 2, 4, 5, 6, 3, 9, 10, 11, 8, 7, 21, 18, 19, 14, 20, 13, 17, 15, 12, 23, 16, 25, 24, 22, 27, 26, 28, 30, 29, 31, 32]
J3013_1.RCP 59 [1, 4, 3, 10, 6, 2, 14, 15, 5, 11, 12, 7, 21, 8, 18, 17, 24, 23, 9, 31, 27, 19, 13, 16, 28, 20, 25, 22, 29, 26, 30, 32]
J3013_2.RCP 62 [1, 4, 2, 3, 8, 5, 6, 10, 20, 19, 11, 7, 17, 27, 12, 9, 15, 16, 18, 21, 24, 22, 25, 26, 23, 14, 28, 13, 29, 31, 30, 32]
J3013_3.RCP 77 [1, 2, 3, 4, 5, 6, 11, 9, 10, 8, 19, 16, 12, 7, 21, 13, 28, 18, 14, 15, 26, 22, 17, 23, 20, 27, 24, 29, 25, 30, 31, 32]
J3013_4.RCP 73 [1, 4, 2, 3, 5, 8, 7, 6, 14, 12, 10, 16, 9, 18, 23, 28, 13, 11, 22, 19, 17, 26, 15, 20, 27, 29, 21, 25, 24, 31, 30, 32]
J3013_5.RCP 68 [1, 4, 3, 12, 2, 21, 6, 15, 10, 17, 19, 28, 7, 23, 11, 14, 18, 20, 8, 5, 9, 16, 26, 24, 13, 27, 22, 25, 30, 29, 31, 32]
J3013_6.RCP 65 [1, 2, 3, 9, 5, 4, 8, 10, 7, 11, 14, 12, 13, 20, 16, 19, 17, 6, 24, 15, 18, 21, 25, 22, 23, 27, 26, 30, 28, 29, 31, 32]
J3013_7.RCP 78 [1, 4, 2, 15, 6, 3, 10, 12, 11, 5, 17, 22, 23, 7, 8, 9, 21, 16, 13, 24, 27, 14, 19, 25, 28, 29, 20, 26, 18, 31, 30, 32]
J3013_8.RCP 106 [1, 3, 2, 7, 5, 4, 13, 6, 28, 10, 8, 16, 9, 11, 18, 14, 12, 24, 20, 22, 15, 19, 17, 30, 21, 23, 26, 25, 29, 27, 31, 32]
J3013_9.RCP 74 [1, 3, 2, 6, 5, 18, 15, 20, 19, 4, 7, 8, 10, 12, 9, 21, 11, 22, 26, 14, 13, 17, 23, 16, 25, 31, 27, 24, 28, 30, 29, 32]
